Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,370,,,T18-19,F,75,Multi-ply,Total,Full Power,National
Standard,92.5,,,T18-19,F,75,Multi-ply,B,Single Lift,National
Standard,130,,,T18-19,F,75,Multi-ply,D,Single Lift,National
Standard,155,,,T18-19,F,82.5,Multi-ply,S,Full Power,National
Standard,97.5,,,T18-19,F,82.5,Multi-ply,B,Full Power,National
Standard,135,,,T18-19,F,82.5,Multi-ply,D,Full Power,National
Standard,382.5,,,T18-19,F,82.5,Multi-ply,Total,Full Power,National
Standard,97.5,,,T18-19,F,82.5,Multi-ply,B,Single Lift,National
Standard,135,,,T18-19,F,82.5,Multi-ply,D,Single Lift,National
Standard,160,,,T18-19,F,90,Multi-ply,S,Full Power,National
Standard,100,,,T18-19,F,90,Multi-ply,B,Full Power,National
Standard,140,,,T18-19,F,90,Multi-ply,D,Full Power,National
Standard,395,,,T18-19,F,90,Multi-ply,Total,Full Power,National
Standard,100,,,T18-19,F,90,Multi-ply,B,Single Lift,National
Standard,140,,,T18-19,F,90,Multi-ply,D,Single Lift,National
Standard,165,,,T18-19,F,100,Multi-ply,S,Full Power,National
Standard,105,,,T18-19,F,100,Multi-ply,B,Full Power,National
Standard,145,,,T18-19,F,100,Multi-ply,D,Full Power,National
Standard,412.5,,,T18-19,F,100,Multi-ply,Total,Full Power,National
Standard,85,,,T18-19,F,100,Multi-ply,B,Single Lift,National
Standard,150,,,T18-19,F,100,Multi-ply,D,Single Lift,National
Standard,175,,,T18-19,F,110,Multi-ply,S,Full Power,National
Standard,110,,,T18-19,F,110,Multi-ply,B,Full Power,National
Standard,152.5,,,T18-19,F,110,Multi-ply,D,Full Power,National
Standard,435,,,T18-19,F,110,Multi-ply,Total,Full Power,National
Standard,92.5,,,T18-19,F,110,Multi-ply,B,Single Lift,National
Standard,162.5,,,T18-19,F,110,Multi-ply,D,Single Lift,National
Standard,185,,,T18-19,F,110+,Multi-ply,S,Full Power,National
Standard,115,,,T18-19,F,110+,Multi-ply,B,Full Power,National
Standard,162.5,,,T18-19,F,110+,Multi-ply,D,Full Power,National
Standard,457.5,,,T18-19,F,110+,Multi-ply,Total,Full Power,National
Standard,100,,,T18-19,F,110+,Multi-ply,B,Single Lift,National
Standard,175,,,T18-19,F,110+,Multi-ply,D,Single Lift,National
Standard,75,,,T18-19DT,F,44,Multi-ply,S,Full Power,National
Standard,37.5,,,T18-19DT,F,44,Multi-ply,B,Full Power,National
Standard,65,,,T18-19DT,F,44,Multi-ply,D,Full Power,National
Standard,185,,,T18-19DT,F,44,Multi-ply,Total,Full Power,National
Standard,37.5,,,T18-19DT,F,44,Multi-ply,B,Single Lift,National
Standard,65,,,T18-19DT,F,44,Multi-ply,D,Single Lift,National
Standard,105,,,T18-19DT,F,48,Multi-ply,S,Full Power,National
Standard,52.5,,,T18-19DT,F,48,Multi-ply,B,Full Power,National
Standard,92.5,,,T18-19DT,F,48,Multi-ply,D,Full Power,National
Standard,260,,,T18-19DT,F,48,Multi-ply,Total,Full Power,National
Standard,52.5,,,T18-19DT,F,48,Multi-ply,B,Single Lift,National
Standard,92.5,,,T18-19DT,F,48,Multi-ply,D,Single Lift,National
Standard,117.5,,,T18-19DT,F,52,Multi-ply,S,Full Power,National
Standard,60,,,T18-19DT,F,52,Multi-ply,B,Full Power,National
Standard,102.5,,,T18-19DT,F,52,Multi-ply,D,Full Power,National
Standard,292.5,,,T18-19DT,F,52,Multi-ply,Total,Full Power,National
Standard,60,,,T18-19DT,F,52,Multi-ply,B,Single Lift,National
Standard,102.5,,,T18-19DT,F,52,Multi-ply,D,Single Lift,National
Standard,125,,,T18-19DT,F,56,Multi-ply,S,Full Power,National
Standard,62.5,,,T18-19DT,F,56,Multi-ply,B,Full Power,National
Standard,110,,,T18-19DT,F,56,Multi-ply,D,Full Power,National
Standard,310,,,T18-19DT,F,56,Multi-ply,Total,Full Power,National
Standard,62.5,,,T18-19DT,F,56,Multi-ply,B,Single Lift,National
Standard,110,,,T18-19DT,F,56,Multi-ply,D,Single Lift,National
Standard,132.5,,,T18-19DT,F,60,Multi-ply,S,Full Power,National
Standard,67.5,,,T18-19DT,F,60,Multi-ply,B,Full Power,National
Standard,115,,,T18-19DT,F,60,Multi-ply,D,Full Power,National
Standard,327.5,,,T18-19DT,F,60,Multi-ply,Total,Full Power,National
Standard,67.5,,,T18-19DT,F,60,Multi-ply,B,Single Lift,National
Standard,115,,,T18-19DT,F,60,Multi-ply,D,Single Lift,National
Standard,137.5,,,T18-19DT,F,67.5,Multi-ply,S,Full Power,National
Standard,70,,,T18-19DT,F,67.5,Multi-ply,B,Full Power,National
Standard,120,,,T18-19DT,F,67.5,Multi-ply,D,Full Power,National
Standard,340,,,T18-19DT,F,67.5,Multi-ply,Total,Full Power,National
Standard,70,,,T18-19DT,F,67.5,Multi-ply,B,Single Lift,National
Standard,120,,,T18-19DT,F,67.5,Multi-ply,D,Single Lift,National
Standard,142.5,,,T18-19DT,F,75,Multi-ply,S,Full Power,National
Standard,72.5,,,T18-19DT,F,75,Multi-ply,B,Full Power,National
Standard,125,,,T18-19DT,F,75,Multi-ply,D,Full Power,National
Standard,352.5,,,T18-19DT,F,75,Multi-ply,Total,Full Power,National
Standard,72.5,,,T18-19DT,F,75,Multi-ply,B,Single Lift,National
Standard,125,,,T18-19DT,F,75,Multi-ply,D,Single Lift,National
Standard,147.5,,,T18-19DT,F,82.5,Multi-ply,S,Full Power,National
Standard,75,,,T18-19DT,F,82.5,Multi-ply,B,Full Power,National
Standard,130,,,T18-19DT,F,82.5,Multi-ply,D,Full Power,National
Standard,365,,,T18-19DT,F,82.5,Multi-ply,Total,Full Power,National
Standard,75,,,T18-19DT,F,82.5,Multi-ply,B,Single Lift,National
Standard,130,,,T18-19DT,F,82.5,Multi-ply,D,Single Lift,National
Standard,140,,,T18-19DT,F,90,Multi-ply,S,Full Power,National
Standard,70,,,T18-19DT,F,90,Multi-ply,B,Full Power,National
Standard,122.5,,,T18-19DT,F,90,Multi-ply,D,Full Power,National
Standard,350,,,T18-19DT,F,90,Multi-ply,Total,Full Power,National
Standard,70,,,T18-19DT,F,90,Multi-ply,B,Single Lift,National
Standard,122.5,,,T18-19DT,F,90,Multi-ply,D,Single Lift,National
Standard,160,,,T18-19DT,F,100,Multi-ply,S,Full Power,National
Standard,100,,,T18-19DT,F,100,Multi-ply,B,Full Power,National
Standard,140,,,T18-19DT,F,100,Multi-ply,D,Full Power,National
Standard,397.5,,,T18-19DT,F,100,Multi-ply,Total,Full Power,National
Standard,82.5,,,T18-19DT,F,100,Multi-ply,B,Single Lift,National
Standard,145,,,T18-19DT,F,100,Multi-ply,D,Single Lift,National
Standard,167.5,,,T18-19DT,F,110,Multi-ply,S,Full Power,National
Standard,105,,,T18-19DT,F,110,Multi-ply,B,Full Power,National
Standard,147.5,,,T18-19DT,F,110,Multi-ply,D,Full Power,National
Standard,417.5,,,T18-19DT,F,110,Multi-ply,Total,Full Power,National
Standard,90,,,T18-19DT,F,110,Multi-ply,B,Single Lift,National
Standard,155,,,T18-19DT,F,110,Multi-ply,D,Single Lift,National
Standard,177.5,,,T18-19DT,F,110+,Multi-ply,S,Full Power,National
Standard,110,,,T18-19DT,F,110+,Multi-ply,B,Full Power,National
Standard,155,,,T18-19DT,F,110+,Multi-ply,D,Full Power,National
Standard,440,,,T18-19DT,F,110+,Multi-ply,Total,Full Power,National
Standard,97.5,,,T18-19DT,F,110+,Multi-ply,B,Single Lift,National
Standard,167.5,,,T18-19DT,F,110+,Multi-ply,D,Single Lift,National
Standard,105,,,Junior,F,44,Multi-ply,S,Full Power,National
Standard,65,,,Junior,F,44,Multi-ply,B,Full Power,National
Standard,92.5,,,Junior,F,44,Multi-ply,D,Full Power,National
Standard,257.5,,,Junior,F,44,Multi-ply,Total,Full Power,National
Standard,65,,,Junior,F,44,Multi-ply,B,Single Lift,National
Standard,92.5,,,Junior,F,44,Multi-ply,D,Single Lift,National
Standard,115,,,Junior,F,48,Multi-ply,S,Full Power,National
Standard,72.5,,,Junior,F,48,Multi-ply,B,Full Power,National
Standard,100,,,Junior,F,48,Multi-ply,D,Full Power,National
Standard,282.5,,,Junior,F,48,Multi-ply,Total,Full Power,National
Standard,72.5,,,Junior,F,48,Multi-ply,B,Single Lift,National
Standard,100,,,Junior,F,48,Multi-ply,D,Single Lift,National
Standard,130,,,Junior,F,52,Multi-ply,S,Full Power,National
Standard,82.5,,,Junior,F,52,Multi-ply,B,Full Power,National
Standard,115,,,Junior,F,52,Multi-ply,D,Full Power,National
Standard,325,,,Junior,F,52,Multi-ply,Total,Full Power,National
Standard,82.5,,,Junior,F,52,Multi-ply,B,Single Lift,National
Standard,115,,,Junior,F,52,Multi-ply,D,Single Lift,National
Standard,145,,,Junior,F,56,Multi-ply,S,Full Power,National
Standard,90,,,Junior,F,56,Multi-ply,B,Full Power,National
Standard,127.5,,,Junior,F,56,Multi-ply,D,Full Power,National
Standard,357.5,,,Junior,F,56,Multi-ply,Total,Full Power,National
Standard,90,,,Junior,F,56,Multi-ply,B,Single Lift,National
Standard,127.5,,,Junior,F,56,Multi-ply,D,Single Lift,National
Standard,157.5,,,Junior,F,60,Multi-ply,S,Full Power,National
Standard,97.5,,,Junior,F,60,Multi-ply,B,Full Power,National
Standard,137.5,,,Junior,F,60,Multi-ply,D,Full Power,National
Standard,390,,,Junior,F,60,Multi-ply,Total,Full Power,National
Standard,97.5,,,Junior,F,60,Multi-ply,B,Single Lift,National
Standard,137.5,,,Junior,F,60,Multi-ply,D,Single Lift,National
Standard,155,,,Junior,F,67.5,Multi-ply,S,Full Power,National
Standard,97.5,,,Junior,F,67.5,Multi-ply,B,Full Power,National
Standard,137.5,,,Junior,F,67.5,Multi-ply,D,Full Power,National
Standard,387.5,,,Junior,F,67.5,Multi-ply,Total,Full Power,National
Standard,97.5,,,Junior,F,67.5,Multi-ply,B,Single Lift,National
Standard,137.5,,,Junior,F,67.5,Multi-ply,D,Single Lift,National
Standard,175,,,Junior,F,75,Multi-ply,S,Full Power,National
Standard,110,,,Junior,F,75,Multi-ply,B,Full Power,National
Standard,152.5,,,Junior,F,75,Multi-ply,D,Full Power,National
Standard,435,,,Junior,F,75,Multi-ply,Total,Full Power,National
Standard,110,,,Junior,F,75,Multi-ply,B,Single Lift,National
Standard,152.5,,,Junior,F,75,Multi-ply,D,Single Lift,National
Standard,180,,,Junior,F,82.5,Multi-ply,S,Full Power,National
Standard,112.5,,,Junior,F,82.5,Multi-ply,B,Full Power,National
Standard,157.5,,,Junior,F,82.5,Multi-ply,D,Full Power,National
Standard,447.5,,,Junior,F,82.5,Multi-ply,Total,Full Power,National
Standard,112.5,,,Junior,F,82.5,Multi-ply,B,Single Lift,National
Standard,157.5,,,Junior,F,82.5,Multi-ply,D,Single Lift,National
Standard,185,,,Junior,F,90,Multi-ply,S,Full Power,National
Standard,117.5,,,Junior,F,90,Multi-ply,B,Full Power,National
Standard,162.5,,,Junior,F,90,Multi-ply,D,Full Power,National
Standard,462.5,,,Junior,F,90,Multi-ply,Total,Full Power,National
Standard,117.5,,,Junior,F,90,Multi-ply,B,Single Lift,National
Standard,162.5,,,Junior,F,90,Multi-ply,D,Single Lift,National
Standard,195,,,Junior,F,100,Multi-ply,S,Full Power,National
Standard,122.5,,,Junior,F,100,Multi-ply,B,Full Power,National
Standard,170,,,Junior,F,100,Multi-ply,D,Full Power,National
Standard,485,,,Junior,F,100,Multi-ply,Total,Full Power,National
Standard,100,,,Junior,F,100,Multi-ply,B,Single Lift,National
Standard,175,,,Junior,F,100,Multi-ply,D,Single Lift,National
Standard,205,,,Junior,F,110,Multi-ply,S,Full Power,National
Standard,127.5,,,Junior,F,110,Multi-ply,B,Full Power,National
Standard,180,,,Junior,F,110,Multi-ply,D,Full Power,National
Standard,510,,,Junior,F,110,Multi-ply,Total,Full Power,National
Standard,110,,,Junior,F,110,Multi-ply,B,Single Lift,National
Standard,190,,,Junior,F,110,Multi-ply,D,Single Lift,National
Standard,215,,,Junior,F,110+,Multi-ply,S,Full Power,National
Standard,135,,,Junior,F,110+,Multi-ply,B,Full Power,National
Standard,190,,,Junior,F,110+,Multi-ply,D,Full Power,National
Standard,537.5,,,Junior,F,110+,Multi-ply,Total,Full Power,National
Standard,117.5,,,Junior,F,110+,Multi-ply,B,Single Lift,National
Standard,205,,,Junior,F,110+,Multi-ply,D,Single Lift,National
Standard,87.5,,,JuniorDT,F,44,Multi-ply,S,Full Power,National
Standard,45,,,JuniorDT,F,44,Multi-ply,B,Full Power,National
Standard,77.5,,,JuniorDT,F,44,Multi-ply,D,Full Power,National
Standard,217.5,,,JuniorDT,F,44,Multi-ply,Total,Full Power,National
Standard,45,,,JuniorDT,F,44,Multi-ply,B,Single Lift,National
Standard,77.5,,,JuniorDT,F,44,Multi-ply,D,Single Lift,National
Standard,122.5,,,JuniorDT,F,48,Multi-ply,S,Full Power,National
Standard,62.5,,,JuniorDT,F,48,Multi-ply,B,Full Power,National
Standard,107.5,,,JuniorDT,F,48,Multi-ply,D,Full Power,National
Standard,305,,,JuniorDT,F,48,Multi-ply,Total,Full Power,National
Standard,62.5,,,JuniorDT,F,48,Multi-ply,B,Single Lift,National
Standard,107.5,,,JuniorDT,F,48,Multi-ply,D,Single Lift,National
Standard,137.5,,,JuniorDT,F,52,Multi-ply,S,Full Power,National
Standard,70,,,JuniorDT,F,52,Multi-ply,B,Full Power,National
Standard,120,,,JuniorDT,F,52,Multi-ply,D,Full Power,National
Standard,342.5,,,JuniorDT,F,52,Multi-ply,Total,Full Power,National
Standard,70,,,JuniorDT,F,52,Multi-ply,B,Single Lift,National
Standard,120,,,JuniorDT,F,52,Multi-ply,D,Single Lift,National
Standard,145,,,JuniorDT,F,56,Multi-ply,S,Full Power,National
Standard,72.5,,,JuniorDT,F,56,Multi-ply,B,Full Power,National
Standard,127.5,,,JuniorDT,F,56,Multi-ply,D,Full Power,National
Standard,362.5,,,JuniorDT,F,56,Multi-ply,Total,Full Power,National
Standard,72.5,,,JuniorDT,F,56,Multi-ply,B,Single Lift,National
Standard,127.5,,,JuniorDT,F,56,Multi-ply,D,Single Lift,National
Standard,155,,,JuniorDT,F,60,Multi-ply,S,Full Power,National
Standard,77.5,,,JuniorDT,F,60,Multi-ply,B,Full Power,National
Standard,135,,,JuniorDT,F,60,Multi-ply,D,Full Power,National
Standard,382.5,,,JuniorDT,F,60,Multi-ply,Total,Full Power,National
Standard,77.5,,,JuniorDT,F,60,Multi-ply,B,Single Lift,National
Standard,135,,,JuniorDT,F,60,Multi-ply,D,Single Lift,National
Standard,160,,,JuniorDT,F,67.5,Multi-ply,S,Full Power,National
Standard,80,,,JuniorDT,F,67.5,Multi-ply,B,Full Power,National
Standard,140,,,JuniorDT,F,67.5,Multi-ply,D,Full Power,National
Standard,397.5,,,JuniorDT,F,67.5,Multi-ply,Total,Full Power,National
Standard,80,,,JuniorDT,F,67.5,Multi-ply,B,Single Lift,National
Standard,140,,,JuniorDT,F,67.5,Multi-ply,D,Single Lift,National
Standard,165,,,JuniorDT,F,75,Multi-ply,S,Full Power,National
Standard,82.5,,,JuniorDT,F,75,Multi-ply,B,Full Power,National
Standard,145,,,JuniorDT,F,75,Multi-ply,D,Full Power,National
Standard,412.5,,,JuniorDT,F,75,Multi-ply,Total,Full Power,National
Standard,82.5,,,JuniorDT,F,75,Multi-ply,B,Single Lift,National
Standard,145,,,JuniorDT,F,75,Multi-ply,D,Single Lift,National
Standard,172.5,,,JuniorDT,F,82.5,Multi-ply,S,Full Power,National
Standard,87.5,,,JuniorDT,F,82.5,Multi-ply,B,Full Power,National
Standard,150,,,JuniorDT,F,82.5,Multi-ply,D,Full Power,National
Standard,427.5,,,JuniorDT,F,82.5,Multi-ply,Total,Full Power,National
Standard,87.5,,,JuniorDT,F,82.5,Multi-ply,B,Single Lift,National
Standard,150,,,JuniorDT,F,82.5,Multi-ply,D,Single Lift,National
Standard,165,,,JuniorDT,F,90,Multi-ply,S,Full Power,National
Standard,82.5,,,JuniorDT,F,90,Multi-ply,B,Full Power,National
Standard,145,,,JuniorDT,F,90,Multi-ply,D,Full Power,National
Standard,410,,,JuniorDT,F,90,Multi-ply,Total,Full Power,National
Standard,82.5,,,JuniorDT,F,90,Multi-ply,B,Single Lift,National
Standard,145,,,JuniorDT,F,90,Multi-ply,D,Single Lift,National
Standard,187.5,,,JuniorDT,F,100,Multi-ply,S,Full Power,National
Standard,117.5,,,JuniorDT,F,100,Multi-ply,B,Full Power,National
Standard,165,,,JuniorDT,F,100,Multi-ply,D,Full Power,National
Standard,467.5,,,JuniorDT,F,100,Multi-ply,Total,Full Power,National
Standard,97.5,,,JuniorDT,F,100,Multi-ply,B,Single Lift,National
Standard,170,,,JuniorDT,F,100,Multi-ply,D,Single Lift,National
Standard,197.5,,,JuniorDT,F,110,Multi-ply,S,Full Power,National
Standard,122.5,,,JuniorDT,F,110,Multi-ply,B,Full Power,National
Standard,172.5,,,JuniorDT,F,110,Multi-ply,D,Full Power,National
Standard,490,,,JuniorDT,F,110,Multi-ply,Total,Full Power,National
Standard,105,,,JuniorDT,F,110,Multi-ply,B,Single Lift,National
Standard,182.5,,,JuniorDT,F,110,Multi-ply,D,Single Lift,National
Standard,207.5,,,JuniorDT,F,110+,Multi-ply,S,Full Power,National
Standard,130,,,JuniorDT,F,110+,Multi-ply,B,Full Power,National
Standard,182.5,,,JuniorDT,F,110+,Multi-ply,D,Full Power,National
Standard,515,,,JuniorDT,F,110+,Multi-ply,Total,Full Power,National
Standard,112.5,,,JuniorDT,F,110+,Multi-ply,B,Single Lift,National
Standard,197.5,,,JuniorDT,F,110+,Multi-ply,D,Single Lift,National
Standard,107.5,,,M40-49,F,44,Multi-ply,S,Full Power,National
Standard,67.5,,,M40-49,F,44,Multi-ply,B,Full Power,National
Standard,95,,,M40-49,F,44,Multi-ply,D,Full Power,National
Standard,265,,,M40-49,F,44,Multi-ply,Total,Full Power,National
Standard,67.5,,,M40-49,F,44,Multi-ply,B,Single Lift,National
Standard,95,,,M40-49,F,44,Multi-ply,D,Single Lift,National
Standard,117.5,,,M40-49,F,48,Multi-ply,S,Full Power,National
Standard,72.5,,,M40-49,F,48,Multi-ply,B,Full Power,National
Standard,102.5,,,M40-49,F,48,Multi-ply,D,Full Power,National
Standard,290,,,M40-49,F,48,Multi-ply,Total,Full Power,National
Standard,72.5,,,M40-49,F,48,Multi-ply,B,Single Lift,National
Standard,102.5,,,M40-49,F,48,Multi-ply,D,Single Lift,National
Standard,135,,,M40-49,F,52,Multi-ply,S,Full Power,National
Standard,85,,,M40-49,F,52,Multi-ply,B,Full Power,National
Standard,117.5,,,M40-49,F,52,Multi-ply,D,Full Power,National
Standard,332.5,,,M40-49,F,52,Multi-ply,Total,Full Power,National
Standard,85,,,M40-49,F,52,Multi-ply,B,Single Lift,National
Standard,117.5,,,M40-49,F,52,Multi-ply,D,Single Lift,National
Standard,147.5,,,M40-49,F,56,Multi-ply,S,Full Power,National
Standard,92.5,,,M40-49,F,56,Multi-ply,B,Full Power,National
Standard,130,,,M40-49,F,56,Multi-ply,D,Full Power,National
Standard,367.5,,,M40-49,F,56,Multi-ply,Total,Full Power,National
Standard,92.5,,,M40-49,F,56,Multi-ply,B,Single Lift,National
Standard,130,,,M40-49,F,56,Multi-ply,D,Single Lift,National
Standard,162.5,,,M40-49,F,60,Multi-ply,S,Full Power,National
Standard,102.5,,,M40-49,F,60,Multi-ply,B,Full Power,National
Standard,142.5,,,M40-49,F,60,Multi-ply,D,Full Power,National
Standard,402.5,,,M40-49,F,60,Multi-ply,Total,Full Power,National
Standard,102.5,,,M40-49,F,60,Multi-ply,B,Single Lift,National
Standard,142.5,,,M40-49,F,60,Multi-ply,D,Single Lift,National
Standard,160,,,M40-49,F,67.5,Multi-ply,S,Full Power,National
Standard,100,,,M40-49,F,67.5,Multi-ply,B,Full Power,National
Standard,140,,,M40-49,F,67.5,Multi-ply,D,Full Power,National
Standard,400,,,M40-49,F,67.5,Multi-ply,Total,Full Power,National
Standard,100,,,M40-49,F,67.5,Multi-ply,B,Single Lift,National
Standard,140,,,M40-49,F,67.5,Multi-ply,D,Single Lift,National
Standard,180,,,M40-49,F,75,Multi-ply,S,Full Power,National
Standard,112.5,,,M40-49,F,75,Multi-ply,B,Full Power,National
Standard,157.5,,,M40-49,F,75,Multi-ply,D,Full Power,National
Standard,447.5,,,M40-49,F,75,Multi-ply,Total,Full Power,National
Standard,112.5,,,M40-49,F,75,Multi-ply,B,Single Lift,National
Standard,157.5,,,M40-49,F,75,Multi-ply,D,Single Lift,National
Standard,185,,,M40-49,F,82.5,Multi-ply,S,Full Power,National
Standard,115,,,M40-49,F,82.5,Multi-ply,B,Full Power,National
Standard,162.5,,,M40-49,F,82.5,Multi-ply,D,Full Power,National
Standard,460,,,M40-49,F,82.5,Multi-ply,Total,Full Power,National
Standard,115,,,M40-49,F,82.5,Multi-ply,B,Single Lift,National
Standard,162.5,,,M40-49,F,82.5,Multi-ply,D,Single Lift,National
Standard,190,,,M40-49,F,90,Multi-ply,S,Full Power,National
Standard,120,,,M40-49,F,90,Multi-ply,B,Full Power,National
Standard,167.5,,,M40-49,F,90,Multi-ply,D,Full Power,National
Standard,475,,,M40-49,F,90,Multi-ply,Total,Full Power,National
Standard,120,,,M40-49,F,90,Multi-ply,B,Single Lift,National
Standard,167.5,,,M40-49,F,90,Multi-ply,D,Single Lift,National
Katherine Rogers,220,05/10/2025,South West,M40-49,F,100,Multi-ply,S,Full Power,National
Standard,125,,,M40-49,F,100,Multi-ply,B,Full Power,National
Standard,175,,,M40-49,F,100,Multi-ply,D,Full Power,National
Katherine Rogers,510,05/10/2025,South West,M40-49,F,100,Multi-ply,Total,Full Power,National
Standard,105,,,M40-49,F,100,Multi-ply,B,Single Lift,National
Standard,182.5,,,M40-49,F,100,Multi-ply,D,Single Lift,National
Standard,210,,,M40-49,F,110,Multi-ply,S,Full Power,National
Standard,132.5,,,M40-49,F,110,Multi-ply,B,Full Power,National
Standard,185,,,M40-49,F,110,Multi-ply,D,Full Power,National
Standard,525,,,M40-49,F,110,Multi-ply,Total,Full Power,National
Standard,112.5,,,M40-49,F,110,Multi-ply,B,Single Lift,National
Standard,197.5,,,M40-49,F,110,Multi-ply,D,Single Lift,National
Standard,222.5,,,M40-49,F,110+,Multi-ply,S,Full Power,National
Standard,140,,,M40-49,F,110+,Multi-ply,B,Full Power,National
Standard,195,,,M40-49,F,110+,Multi-ply,D,Full Power,National
Standard,552.5,,,M40-49,F,110+,Multi-ply,Total,Full Power,National
Standard,122.5,,,M40-49,F,110+,Multi-ply,B,Single Lift,National
Standard,212.5,,,M40-49,F,110+,Multi-ply,D,Single Lift,National
Standard,95,,,M50-59,F,44,Multi-ply,S,Full Power,National
Standard,60,,,M50-59,F,44,Multi-ply,B,Full Power,National
Standard,82.5,,,M50-59,F,44,Multi-ply,D,Full Power,National
Standard,232.5,,,M50-59,F,44,Multi-ply,Total,Full Power,National
Standard,60,,,M50-59,F,44,Multi-ply,B,Single Lift,National
Standard,82.5,,,M50-59,F,44,Multi-ply,D,Single Lift,National
Standard,102.5,,,M50-59,F,48,Multi-ply,S,Full Power,National
Standard,65,,,M50-59,F,48,Multi-ply,B,Full Power,National
Standard,90,,,M50-59,F,48,Multi-ply,D,Full Power,National
Standard,255,,,M50-59,F,48,Multi-ply,Total,Full Power,National
Standard,65,,,M50-59,F,48,Multi-ply,B,Single Lift,National
Standard,90,,,M50-59,F,48,Multi-ply,D,Single Lift,National
Standard,117.5,,,M50-59,F,52,Multi-ply,S,Full Power,National
Standard,75,,,M50-59,F,52,Multi-ply,B,Full Power,National
Standard,102.5,,,M50-59,F,52,Multi-ply,D,Full Power,National
Standard,292.5,,,M50-59,F,52,Multi-ply,Total,Full Power,National
Standard,75,,,M50-59,F,52,Multi-ply,B,Single Lift,National
Standard,102.5,,,M50-59,F,52,Multi-ply,D,Single Lift,National
Standard,130,,,M50-59,F,56,Multi-ply,S,Full Power,National
Standard,82.5,,,M50-59,F,56,Multi-ply,B,Full Power,National
Standard,115,,,M50-59,F,56,Multi-ply,D,Full Power,National
Standard,322.5,,,M50-59,F,56,Multi-ply,Total,Full Power,National
Standard,82.5,,,M50-59,F,56,Multi-ply,B,Single Lift,National
Standard,115,,,M50-59,F,56,Multi-ply,D,Single Lift,National
Standard,142.5,,,M50-59,F,60,Multi-ply,S,Full Power,National
Standard,90,,,M50-59,F,60,Multi-ply,B,Full Power,National
Standard,125,,,M50-59,F,60,Multi-ply,D,Full Power,National
Standard,352.5,,,M50-59,F,60,Multi-ply,Total,Full Power,National
Standard,90,,,M50-59,F,60,Multi-ply,B,Single Lift,National
Standard,125,,,M50-59,F,60,Multi-ply,D,Single Lift,National
Standard,160,,,M50-59,F,67.5,Multi-ply,S,Full Power,National
Standard,100,,,M50-59,F,67.5,Multi-ply,B,Full Power,National
Standard,140,,,M50-59,F,67.5,Multi-ply,D,Full Power,National
Standard,400,,,M50-59,F,67.5,Multi-ply,Total,Full Power,National
Standard,100,,,M50-59,F,67.5,Multi-ply,B,Single Lift,National
Standard,140,,,M50-59,F,67.5,Multi-ply,D,Single Lift,National
Standard,157.5,,,M50-59,F,75,Multi-ply,S,Full Power,National
Standard,100,,,M50-59,F,75,Multi-ply,B,Full Power,National
Standard,137.5,,,M50-59,F,75,Multi-ply,D,Full Power,National
Standard,392.5,,,M50-59,F,75,Multi-ply,Total,Full Power,National
Standard,100,,,M50-59,F,75,Multi-ply,B,Single Lift,National
Standard,137.5,,,M50-59,F,75,Multi-ply,D,Single Lift,National
Standard,162.5,,,M50-59,F,82.5,Multi-ply,S,Full Power,National
Standard,102.5,,,M50-59,F,82.5,Multi-ply,B,Full Power,National
Standard,142.5,,,M50-59,F,82.5,Multi-ply,D,Full Power,National
Standard,402.5,,,M50-59,F,82.5,Multi-ply,Total,Full Power,National
Standard,102.5,,,M50-59,F,82.5,Multi-ply,B,Single Lift,National
Standard,142.5,,,M50-59,F,82.5,Multi-ply,D,Single Lift,National
Standard,167.5,,,M50-59,F,90,Multi-ply,S,Full Power,National
Standard,105,,,M50-59,F,90,Multi-ply,B,Full Power,National
Standard,147.5,,,M50-59,F,90,Multi-ply,D,Full Power,National
Standard,417.5,,,M50-59,F,90,Multi-ply,Total,Full Power,National
Standard,105,,,M50-59,F,90,Multi-ply,B,Single Lift,National
Standard,147.5,,,M50-59,F,90,Multi-ply,D,Single Lift,National
Standard,175,,,M50-59,F,100,Multi-ply,S,Full Power,National
Standard,110,,,M50-59,F,100,Multi-ply,B,Full Power,National
Standard,155,,,M50-59,F,100,Multi-ply,D,Full Power,National
Standard,437.5,,,M50-59,F,100,Multi-ply,Total,Full Power,National
Standard,92.5,,,M50-59,F,100,Multi-ply,B,Single Lift,National
Standard,160,,,M50-59,F,100,Multi-ply,D,Single Lift,National
Standard,185,,,M50-59,F,110,Multi-ply,S,Full Power,National
Standard,115,,,M50-59,F,110,Multi-ply,B,Full Power,National
Standard,162.5,,,M50-59,F,110,Multi-ply,D,Full Power,National
Standard,460,,,M50-59,F,110,Multi-ply,Total,Full Power,National
Standard,100,,,M50-59,F,110,Multi-ply,B,Single Lift,National
Standard,172.5,,,M50-59,F,110,Multi-ply,D,Single Lift,National
Standard,195,,,M50-59,F,110+,Multi-ply,S,Full Power,National
Standard,122.5,,,M50-59,F,110+,Multi-ply,B,Full Power,National
Standard,170,,,M50-59,F,110+,Multi-ply,D,Full Power,National
Standard,485,,,M50-59,F,110+,Multi-ply,Total,Full Power,National
Standard,107.5,,,M50-59,F,110+,Multi-ply,B,Single Lift,National
